attendance,endurance,strength,flexibility,participation,skill_speed,physical_progress,score
93,90,50,61,68,48,70,66.8
81,94,49,77,94,47,69,76.5
60,82,70,43,73,63,52,58.47
71,50,52,50,61,90,74,62.46
71,30,74,62,75,47,43,60.66
92,88,71,65,72,91,89,82.73
74,76,65,50,66,79,86,69.05
71,47,83,88,66,30,45,57.28
77,62,74,35,62,63,64,65.2
78,44,47,34,96,82,92,68.84
62,53,43,77,70,32,47,51.94
67,65,90,59,81,39,79,72.85
51,89,80,57,93,67,94,73.98
78,63,83,66,98,51,90,73.7
70,80,88,70,73,83,59,73.97
64,69,72,41,69,45,41,55.64
76,51,41,87,87,83,82,69.38
99,45,67,70,86,64,50,72.77
80,71,58,40,81,80,85,66.18
64,45,70,35,69,82,51,54.43
72,34,61,49,79,64,79,62.09
73,35,86,56,88,42,65,60.48
93,71,77,58,86,33,50,64.09
62,59,44,38,62,93,55,59.94
71,61,47,69,64,57,46,53.71
92,82,86,77,69,87,87,81.2
86,48,56,36,80,90,93,66.64
82,80,79,50,79,31,71,67.2
52,57,88,47,85,69,44,61.7
68,76,40,44,67,54,94,64.57
72,30,84,31,61,43,49,55.98
78,86,55,62,88,65,51,69.49
79,51,61,79,72,53,89,65.94
88,87,78,40,56,40,40,66.57
93,42,68,82,92,34,43,61.37
96,68,40,84,66,84,61,67.31
74,56,41,35,55,86,65,60.52
86,68,88,42,93,30,86,69.7
96,41,69,73,58,90,51,67.36
57,53,64,87,82,33,49,62.68
91,47,45,46,61,94,79,68.68
65,44,64,70,78,85,54,65.68
57,89,92,54,94,90,74,80.87
50,45,92,34,84,71,76,69.12
93,76,55,43,76,30,74,61.69
54,53,75,82,76,48,57,67.79
52,74,80,74,98,53,65,71.24
50,48,45,58,82,31,49,53.31
53,70,40,81,74,78,60,64.3
89,60,53,59,63,75,47,66.58
84,45,81,41,82,54,41,65.74
81,52,59,56,59,93,42,68.68
91,52,66,60,76,65,60,72.53
83,70,61,76,98,63,55,71.13
92,47,80,58,77,88,49,68.45
74,65,46,56,64,82,55,63.64
59,41,47,34,61,68,42,52.22
70,80,39,38,94,61,86,68.34
95,61,46,55,88,75,77,74.79
88,65,83,83,84,81,67,78.9
76,69,60,56,73,35,90,65.9
76,67,85,44,69,75,45,64.72
51,83,69,44,90,52,92,68.37
90,33,52,63,97,32,54,58.31
97,75,52,43,93,33,54,63.12
62,92,75,31,83,85,83,79.0
58,79,37,75,89,49,59,67.97
85,59,60,35,56,55,62,58.07
71,45,77,76,94,72,77,70.78
91,81,86,80,99,94,88,86.79
75,33,82,89,79,37,40,64.71
61,55,49,45,89,43,70,55.24
66,58,72,38,62,90,49,60.86
63,40,60,73,90,82,73,71.41
63,53,75,80,73,47,82,76.54
83,80,35,45,59,78,56,62.66
69,71,48,73,85,70,89,67.16
60,68,85,51,92,78,65,73.57
65,36,69,48,61,94,71,67.0
80,47,88,85,82,58,84,75.55
55,32,43,37,95,44,77,49.59
68,92,61,73,66,46,42,64.95
86,49,75,74,99,31,56,65.52
53,46,66,50,87,45,93,61.59
96,88,39,32,56,65,70,62.93
53,83,91,44,69,83,78,71.08
69,42,66,31,67,49,40,51.72
59,71,65,51,59,53,50,57.02
73,73,40,46,93,45,92,65.01
84,49,87,87,98,66,42,74.83
75,76,90,45,65,43,86,71.82
86,53,65,76,96,41,53,64.33
87,80,65,73,58,55,67,71.01
70,47,78,43,87,71,51,64.39
89,52,94,78,71,87,64,75.96
88,30,73,70,55,74,56,67.23
70,34,41,34,85,37,82,58.69
59,47,86,84,67,83,61,67.73
87,64,44,50,82,85,67,70.55
95,54,82,45,94,46,63,70.31
53,53,83,60,89,48,57,61.2
94,42,65,61,88,72,78,73.62
69,50,79,45,91,91,64,73.29
66,68,39,85,82,87,56,65.29
56,63,66,38,63,36,50,56.59
53,48,48,66,64,30,72,60.4
78,57,75,77,63,62,76,69.69
63,40,48,38,63,81,63,53.64
52,78,42,50,90,91,79,68.44
73,64,54,85,90,63,57,67.27
86,86,76,37,94,83,43,70.41
65,57,75,53,92,53,45,62.26
53,94,88,45,75,91,82,74.23
73,51,73,60,85,64,62,66.17
83,80,44,49,72,73,75,71.63
79,38,44,34,88,50,66,61.38
67,65,92,79,67,74,62,75.4
68,83,42,74,90,62,64,63.23
80,67,51,31,80,51,60,59.94
68,72,86,32,93,72,58,69.29
98,34,72,87,91,65,67,73.2
95,66,86,61,79,81,54,76.63
68,87,85,54,89,47,72,72.58
71,92,47,64,62,90,55,73.24
73,80,71,59,89,80,84,76.56
94,72,70,44,89,74,92,78.81
61,94,55,58,99,39,83,67.02
79,91,78,31,69,53,93,74.48
87,92,81,35,83,45,58,71.76
80,59,36,58,74,81,87,74.35
85,67,64,65,86,63,63,73.44
68,80,81,87,81,43,72,75.2
97,67,53,51,97,79,89,79.82
94,77,74,35,92,39,75,68.69
85,41,49,58,95,72,73,70.76
79,49,58,46,67,67,62,57.15
98,31,76,61,99,40,62,62.67
82,84,47,47,59,77,88,67.26
67,35,58,54,85,47,43,55.4
98,91,85,47,66,41,51,64.33
77,78,35,71,94,30,72,63.3
96,83,77,75,73,34,44,67.16
60,39,52,40,75,79,44,62.26
94,53,85,34,93,45,94,74.33
82,58,52,83,95,30,41,61.07
66,35,85,56,57,36,84,51.92
55,87,73,73,95,91,82,79.08
53,86,71,75,64,57,75,73.88
69,32,80,35,84,79,40,61.0
97,53,93,40,61,89,58,70.06
96,48,45,69,87,57,78,69.7
76,38,62,58,71,92,94,71.79
64,59,45,61,60,55,75,57.39
55,73,87,33,56,59,40,55.2
96,82,66,34,61,66,75,77.82
63,89,68,89,91,85,72,81.56
60,52,91,47,97,84,70,69.96
88,90,75,86,67,88,61,81.53
58,36,35,37,70,32,75,52.25
75,73,49,52,99,81,65,69.6
65,84,58,67,71,52,72,66.68
54,68,74,72,62,44,60,60.69
59,88,91,41,89,80,44,73.14
99,34,36,50,82,48,42,51.11
52,71,40,51,66,36,62,55.83
62,43,36,61,77,43,80,58.31
92,56,51,87,74,89,87,78.71
98,45,41,57,55,44,82,66.58
79,31,37,47,59,59,63,53.11
94,48,58,82,64,80,78,72.18
55,52,85,32,83,42,69,61.03
66,70,46,59,72,82,47,63.94
94,43,52,42,93,32,62,63.36
68,76,90,30,62,92,63,66.72
91,92,42,64,61,57,80,63.79
84,37,78,68,75,68,73,66.36
95,56,60,55,55,91,75,74.05
75,69,35,46,68,69,65,61.82
54,57,35,79,65,47,65,60.7
78,90,94,61,87,38,94,79.01
86,67,76,51,69,80,79,73.37
69,53,37,77,67,47,52,55.8
98,57,76,68,72,88,50,70.17
70,70,38,54,87,55,77,65.59
59,47,58,77,56,57,42,62.05
54,78,46,61,55,31,42,53.73
85,55,48,53,98,54,69,64.73
55,32,74,85,92,83,55,63.18
75,67,58,88,88,60,56,74.23
53,43,64,37,79,46,81,67.46
88,30,73,73,76,41,45,62.93
88,40,67,82,55,50,90,66.85
99,69,83,59,66,67,90,82.28
84,33,55,42,70,41,91,64.27
50,63,49,52,73,59,60,60.17
73,94,94,88,88,76,42,79.89
85,85,81,82,67,69,50,77.45
55,39,66,86,93,46,63,58.58
90,93,71,66,69,58,68,68.06
95,42,87,42,82,37,46,63.44
93,51,65,59,59,56,76,67.87
80,85,35,35,90,56,53,60.83
69,94,85,59,85,33,80,71.04
73,42,67,63,68,80,61,66.96
74,30,68,76,79,74,52,66.09
85,67,77,46,95,42,89,73.18
70,87,78,53,58,67,92,76.6
79,54,45,38,92,46,70,61.62
73,71,74,83,83,82,86,81.04
93,62,86,48,57,71,40,62.3
91,86,70,60,97,71,90,79.68
79,66,87,72,87,80,55,74.36
71,86,68,54,94,66,56,70.55
77,91,43,62,61,83,48,65.0
56,32,65,67,75,35,76,58.22
84,59,63,88,60,74,54,63.04
77,92,47,84,97,30,83,72.13
63,52,44,79,63,78,41,59.31
59,90,43,66,61,84,53,65.6
65,31,79,86,61,74,58,64.25
65,56,37,75,97,33,43,57.26
80,77,83,64,96,78,69,77.04
91,92,52,61,59,43,69,69.23
74,34,93,89,56,44,84,68.48
62,30,61,51,88,92,45,63.36
55,51,66,32,93,64,43,56.76
93,53,42,40,61,69,62,66.34
58,88,90,53,86,89,85,74.23
94,79,47,63,61,43,76,63.78
85,52,52,59,92,90,80,72.42
92,47,60,44,62,68,83,72.36
69,51,50,40,60,82,92,67.28
67,73,55,49,94,85,44,67.25
92,73,80,53,99,72,65,82.44
70,66,59,39,95,45,78,61.12
53,36,94,68,88,72,44,63.7
99,53,79,88,72,62,68,75.17
82,70,93,64,98,82,54,79.19
76,47,38,71,73,33,93,57.09
56,89,67,60,57,33,40,55.94
55,81,64,56,77,90,94,80.51
64,78,65,34,59,35,70,57.41
67,74,67,41,73,61,71,69.3
81,38,40,63,70,51,85,61.45
60,55,49,40,78,72,78,66.67
69,55,49,58,58,47,63,57.11
73,59,73,56,90,50,55,58.25
64,56,65,85,93,84,47,72.13
97,33,43,72,75,76,83,65.95
56,80,94,45,55,31,43,56.76
70,39,66,44,73,93,89,65.49
91,65,79,42,77,45,54,61.72
75,75,72,62,85,62,78,70.45
93,35,76,34,61,41,94,63.78
63,32,55,59,77,71,64,61.06
86,79,87,79,66,60,74,79.47
70,71,46,79,84,40,41,63.0
67,83,69,78,93,88,55,76.96
54,68,49,55,90,34,93,67.48
52,84,86,38,69,35,59,60.1
72,40,77,34,87,43,62,61.47
75,59,62,64,89,83,82,77.86
86,85,66,68,84,91,81,80.68
73,58,85,84,80,79,78,73.74
98,46,60,88,85,68,79,74.81
68,62,44,69,92,57,40,55.17
74,50,75,30,77,66,73,69.54
70,39,57,68,63,78,57,68.03
61,68,35,32,82,49,83,62.05
90,76,50,38,97,48,82,69.77
82,81,93,55,76,35,92,72.72
99,70,55,31,59,71,80,67.3
53,76,81,57,68,78,87,70.03
91,72,51,49,61,80,60,72.18
56,66,54,55,89,36,47,48.84
71,93,60,43,69,31,63,62.02
82,89,51,31,73,72,85,72.21
66,54,59,87,57,84,64,65.23
73,51,59,81,72,50,40,58.02
83,72,38,50,67,52,88,65.92
77,65,62,88,67,30,94,66.57
92,75,35,48,83,92,46,71.36
90,51,48,75,57,52,65,60.64
88,64,56,85,80,76,89,75.66
71,76,48,44,89,74,81,69.61
98,62,49,61,58,68,88,72.86
66,42,39,65,78,64,73,58.48
83,85,49,43,63,90,55,66.16
55,42,86,64,67,56,68,66.89
95,79,78,38,81,66,91,84.16
55,86,81,81,56,51,77,66.92
83,57,68,63,74,54,74,70.4
50,94,63,66,69,30,86,60.24
59,53,56,60,66,63,75,68.37
70,36,50,54,56,88,45,59.71
54,53,41,70,93,35,82,61.71
51,38,35,73,70,53,84,54.11
71,44,85,39,82,55,43,62.24
97,85,41,63,90,36,61,66.66
51,46,76,78,77,86,92,71.7
59,48,56,84,61,53,57,57.0
83,38,84,44,69,88,74,70.88
65,93,42,76,93,69,70,74.57
97,86,72,31,89,63,62,72.99
88,67,35,67,57,57,56,64.18
71,37,57,55,96,65,91,61.31
61,35,66,71,79,91,63,70.0
73,78,59,64,99,55,71,67.36
96,74,94,74,94,83,92,91.26
89,50,79,61,90,35,89,70.53
87,63,42,81,89,65,49,67.2
59,41,89,61,64,38,74,64.53
84,68,90,81,67,76,53,69.79
98,35,58,80,78,35,45,62.46
81,61,70,72,59,52,69,71.36
56,89,39,57,71,30,44,58.94
70,37,81,84,79,76,54,66.83
69,67,71,73,67,70,74,71.94
75,48,58,87,92,81,89,78.98
53,84,77,56,67,57,88,67.92
95,38,76,44,66,87,68,69.73
71,81,93,88,83,65,52,77.13
64,57,75,83,66,73,74,71.54
89,91,93,53,79,67,45,71.99
70,77,42,50,83,73,51,62.51
64,68,93,30,57,89,94,72.95
71,82,36,50,86,44,75,70.39
77,92,66,52,98,58,88,82.06
63,48,57,51,75,58,43,56.84
76,62,66,79,95,85,76,77.45
90,93,82,60,61,90,92,76.91
89,55,37,87,57,46,46,59.86
77,74,84,79,62,45,91,70.1
75,30,52,58,61,30,52,52.21
98,64,76,68,70,34,68,72.46
51,74,84,76,75,86,56,72.27
74,62,69,30,69,56,80,61.08
52,60,62,30,91,35,40,59.41
57,93,54,79,84,31,58,66.99
93,44,56,47,82,94,94,79.61
82,75,35,70,61,77,40,62.18
91,77,76,78,83,54,87,80.03
84,69,42,40,86,77,42,64.31
55,30,42,76,75,51,51,55.14
88,49,54,73,62,42,55,56.79
72,51,51,82,60,38,72,58.37
74,83,49,66,84,80,71,72.7
99,94,77,35,57,77,40,68.05
92,44,82,81,69,35,51,63.63
68,90,56,41,82,48,74,68.88
54,43,89,64,70,65,58,65.44
60,78,50,70,83,42,81,62.68
61,35,67,70,82,83,43,59.4
59,70,58,37,59,44,42,58.61
57,60,54,72,84,49,73,63.42
73,93,64,30,66,85,94,72.91
77,80,67,72,95,90,61,83.08
90,88,59,31,56,32,82,65.69
85,84,80,64,76,91,61,77.19
86,78,80,63,91,68,71,80.21
70,69,90,71,69,43,91,72.24
57,44,91,45,72,43,90,66.13
58,94,70,71,59,54,86,68.84
96,36,42,37,87,33,91,60.96
64,91,64,35,98,89,65,76.28
97,83,50,69,57,78,57,70.16
95,81,74,33,83,72,53,72.72
89,80,92,52,88,53,70,74.61
67,33,49,89,62,59,85,67.54
91,30,61,43,81,38,56,57.31
69,64,84,54,99,31,53,61.61
55,39,79,87,82,49,48,67.78
61,94,44,65,61,44,78,67.31
51,80,58,63,60,64,74,63.65
56,59,65,67,60,74,52,60.46
65,68,72,41,76,80,44,68.45
52,39,53,81,77,87,40,62.53
94,73,90,50,82,81,71,82.96
52,61,35,74,80,36,48,50.99
76,73,36,87,87,62,53,66.05
99,92,73,89,99,50,74,81.33
92,90,46,44,78,92,54,73.02
89,94,64,74,69,89,57,75.81
87,70,74,46,65,63,69,68.79
82,41,47,79,95,45,57,61.73
77,31,59,53,75,76,52,63.22
50,89,67,84,76,48,81,70.08
57,54,59,57,89,68,73,66.32
86,90,52,60,66,56,68,70.73
81,51,42,73,67,83,40,59.9
97,85,66,60,89,57,61,75.56
92,50,46,50,94,58,47,64.73
86,84,89,62,78,91,83,81.15
53,69,88,39,57,35,67,57.08
79,80,88,31,78,84,48,72.12
55,51,53,82,90,65,47,63.42
95,57,55,40,67,36,83,63.73
68,33,78,85,81,47,82,64.38
81,55,36,44,64,52,70,56.51
58,89,87,78,95,57,64,69.18
61,52,81,54,77,35,52,55.07
60,70,94,63,93,63,45,74.84
95,87,45,52,66,65,64,66.56
65,37,85,72,72,71,70,68.5
50,80,59,57,73,78,50,67.44
94,90,35,33,92,49,41,57.83
70,30,69,32,56,36,87,54.84
79,59,67,43,95,94,62,69.53
62,46,75,58,58,46,40,50.76
83,52,61,81,95,44,91,70.64
53,53,55,87,86,68,86,62.48
77,81,48,50,73,71,50,65.55
87,87,89,46,87,69,49,70.65
80,51,82,35,78,30,81,66.65
76,88,37,74,96,94,54,66.9
54,73,75,82,79,34,81,68.57
74,66,63,79,99,34,81,62.22
52,63,51,77,94,49,93,71.62
82,86,92,34,96,84,76,83.0
53,86,83,30,55,85,66,64.9
74,69,38,39,85,58,93,63.09
69,49,78,34,58,49,49,57.34
83,46,80,57,84,83,54,66.36
75,81,56,61,66,65,83,69.24
54,33,48,36,65,46,59,49.71
84,92,48,71,74,35,52,68.43
77,79,82,89,93,83,50,76.08
78,79,91,31,99,87,64,76.6
58,45,43,51,72,45,89,55.18
87,90,36,57,90,45,82,70.35
99,73,71,83,65,41,46,70.83
55,47,39,62,56,32,57,54.93
68,79,52,68,62,39,68,68.55
93,59,77,60,63,36,58,62.15
60,78,66,63,80,86,64,70.26
51,50,75,39,87,45,44,52.44
96,51,43,57,61,39,83,58.62
93,76,78,53,84,83,83,78.25
93,54,38,43,99,76,56,65.74
58,85,37,87,95,53,83,69.9
70,93,71,65,64,85,47,77.31
73,57,55,31,55,85,77,57.37
83,62,73,80,83,45,70,71.63
71,33,90,83,97,78,69,78.11
52,41,80,63,57,75,73,60.73
61,46,64,64,86,72,91,70.54
77,65,71,77,85,40,40,64.3
79,45,58,72,58,76,52,63.75
75,52,35,82,84,37,71,58.92
97,38,50,40,70,84,71,69.5
70,84,62,81,96,84,68,79.7
77,93,64,61,73,36,87,72.29
75,76,91,67,94,62,84,79.26
82,39,53,65,76,75,58,67.04
70,33,57,76,85,35,85,66.35
84,59,68,71,59,48,51,61.18
83,40,84,46,97,83,55,69.48
90,80,71,50,58,80,91,71.86
96,48,57,60,56,85,93,68.87
67,42,94,34,74,30,89,63.84
60,86,77,51,55,88,64,70.1
72,32,50,82,72,38,73,57.85
97,67,75,58,90,79,41,67.4
71,56,66,30,82,59,40,56.71
66,39,50,59,75,44,70,58.62
54,82,69,55,62,92,67,69.48
93,56,61,51,60,76,92,67.01
60,36,37,39,97,84,55,58.15
79,42,54,42,72,84,93,64.23
64,89,61,54,91,78,91,79.71
76,43,90,86,69,33,42,63.97
84,73,36,44,61,51,46,61.65
82,57,47,30,94,90,93,72.87
69,52,40,40,87,63,67,60.9
65,41,48,73,88,41,70,60.94
83,53,58,78,93,45,76,69.92
51,80,61,64,58,66,75,70.52
84,51,43,42,66,88,89,69.02
89,91,84,48,73,31,74,75.66
77,55,57,77,70,52,80,61.51
96,87,69,41,83,92,82,75.98
88,44,78,38,63,61,57,67.35
55,35,85,49,89,34,58,59.44
58,31,71,47,69,56,63,59.43
69,60,48,81,61,69,79,70.19
50,53,60,54,60,63,75,65.96
57,64,42,35,81,93,77,67.37
72,76,87,34,64,65,51,63.24
52,60,79,67,75,69,56,65.33
53,31,65,76,62,89,70,63.13
74,88,42,41,73,57,82,69.48
96,92,70,84,84,83,78,81.74
87,46,64,31,86,49,54,61.96
64,83,93,32,60,65,59,66.86
70,50,50,55,93,44,91,63.28
84,51,89,80,92,51,89,70.53
95,84,87,60,84,79,44,79.1
63,58,92,35,98,64,85,76.55
85,50,65,59,66,68,44,62.69
61,31,65,61,57,44,76,50.68
66,71,69,47,67,75,70,70.28
88,81,71,68,72,57,59,67.07
58,67,48,38,62,41,71,58.11
84,32,91,64,86,70,88,73.69
62,54,81,38,58,91,56,70.0
64,91,73,73,97,84,55,79.96
67,44,90,35,73,91,81,71.01
82,39,59,64,72,59,73,65.55
55,73,35,33,92,57,93,62.69
76,70,89,59,66,86,70,69.62
72,49,63,74,67,46,55,54.4
76,66,62,55,91,76,64,70.41
83,68,63,39,55,69,54,57.63
95,37,44,35,72,40,69,57.95
87,72,42,60,89,63,89,71.74
63,39,74,55,81,65,59,57.95
85,70,64,36,92,68,61,67.34
57,33,64,37,78,42,75,59.15
84,33,75,84,72,62,84,73.06
68,53,40,50,90,94,56,67.26
79,50,49,67,63,46,70,58.18
63,39,89,77,94,66,65,68.14
69,75,58,62,55,63,68,63.94
98,73,47,45,58,79,82,65.19
74,62,43,32,87,55,63,56.72
89,65,84,85,81,42,61,73.61
73,54,54,32,56,47,50,58.21
63,42,70,64,59,88,59,62.21
75,68,86,52,97,78,58,72.25
87,67,83,41,73,44,66,70.04
72,59,47,53,92,48,49,61.84
71,43,61,66,97,83,52,68.13
97,79,52,84,69,92,62,80.55
68,30,91,42,80,81,84,69.13
95,90,42,44,76,83,86,74.4
52,32,76,36,73,39,79,60.38
91,79,83,53,58,88,58,73.35
68,90,42,79,74,39,44,54.47
58,65,94,73,77,37,80,67.48
77,33,92,42,99,89,94,77.71
69,72,85,82,60,78,81,77.26
94,43,86,48,99,79,84,82.73
56,36,58,32,92,56,58,59.55
63,37,78,34,75,52,91,63.6
58,73,74,79,79,63,41,68.47
68,93,61,66,79,84,51,69.21
96,36,85,72,80,71,46,69.26
63,77,54,81,81,44,86,69.23
87,91,69,39,83,46,43,67.05
85,54,42,77,76,66,48,66.6
89,93,58,85,95,39,47,71.42
66,47,74,78,72,94,72,68.33
79,33,46,49,78,64,94,59.5
58,46,81,45,69,51,87,57.94
82,76,67,73,60,69,54,69.0
74,74,48,77,61,61,64,65.15
63,87,55,36,83,52,82,65.52
60,32,67,63,95,84,93,73.08
84,41,75,63,98,75,71,66.66
90,46,79,44,56,74,94,70.85
63,51,89,34,68,58,49,59.05
79,68,35,86,76,67,62,69.15
90,68,91,39,69,40,82,71.14
53,45,40,71,97,90,45,61.98
53,80,48,73,67,65,41,66.5
77,58,62,37,97,43,49,59.65
57,70,59,50,55,78,57,57.05
51,86,73,74,70,66,81,70.03
90,57,57,36,67,94,62,72.38
95,50,77,69,66,45,49,59.17
71,33,73,80,92,92,54,70.5
90,44,90,38,93,69,52,70.12
65,82,51,84,67,42,84,66.06
78,75,65,72,72,88,63,72.66
98,36,92,58,62,37,77,69.72
97,47,86,89,65,88,53,73.29
79,50,62,49,60,31,68,56.19
61,37,41,46,58,48,90,55.85
84,88,91,68,82,69,67,76.73
60,49,52,51,77,65,57,54.48
95,84,50,36,78,68,77,71.36
99,91,40,74,75,87,68,80.58
70,47,36,84,60,37,78,57.86
70,85,54,57,79,54,59,66.16
54,51,57,87,67,31,53,55.95
97,37,36,35,93,87,53,59.75
69,40,59,46,71,55,87,64.97
86,41,81,85,69,78,87,77.54
52,77,40,31,67,47,72,56.31
93,92,77,66,70,78,94,79.52
82,56,74,37,62,71,44,62.01
58,64,63,36,92,53,53,60.09
58,31,43,45,63,31,88,50.36
53,37,43,31,57,59,83,45.97
84,49,48,51,94,78,64,68.43
66,37,79,72,67,34,88,64.58
83,92,49,78,97,35,56,70.18
73,60,80,36,68,66,44,63.62
81,61,50,55,89,94,62,71.77
50,42,82,63,84,90,93,71.11
57,55,85,83,75,66,94,74.78
94,58,79,88,66,41,55,67.22
72,47,78,68,79,56,49,59.21
96,41,43,41,74,52,81,61.71
89,31,62,70,60,80,68,60.72
61,71,38,64,77,88,49,67.46
61,36,74,31,75,63,80,62.91
95,76,46,81,86,92,93,81.24
96,83,93,58,58,77,45,77.28
64,44,56,49,94,80,64,63.62
90,87,35,82,72,58,53,64.43
68,62,78,84,86,84,80,70.29
75,92,74,48,96,54,86,76.18
78,77,94,66,71,38,74,76.68
71,94,38,74,95,50,69,66.55
89,65,76,55,82,61,69,72.81
70,46,67,66,83,55,45,57.95
87,31,54,42,65,86,72,64.58
69,62,69,52,67,55,86,70.46
78,35,81,54,92,93,77,76.94
53,72,36,87,76,51,66,59.96
56,40,44,88,71,65,74,58.98
77,34,42,76,64,58,56,59.36
77,59,48,52,58,59,87,66.85
53,39,61,32,98,44,46,56.15
71,53,47,80,88,77,43,64.69
61,88,92,43,55,90,75,72.61
94,90,47,44,86,42,69,70.73
52,55,88,64,92,71,52,70.61
71,68,63,43,87,60,90,71.11
93,32,42,73,85,93,60,69.02
51,67,58,46,97,40,87,62.62
73,71,39,87,59,67,89,65.34
83,77,62,35,92,48,81,75.57
76,42,36,87,59,35,52,55.97
90,85,55,49,90,73,75,74.8
50,88,72,77,63,65,59,63.18
57,92,61,39,55,37,91,62.5
72,72,42,43,72,53,69,58.97
87,86,46,56,91,69,46,69.73
55,50,44,33,68,71,71,56.69
71,83,84,48,72,47,88,64.99
74,82,41,81,72,66,85,70.97
67,74,75,77,78,91,65,76.5
66,65,44,77,93,82,79,69.79
61,92,63,80,78,78,91,73.27
55,30,59,74,68,92,71,65.37
75,62,60,31,72,31,63,58.21
76,61,86,69,99,93,75,79.61
57,87,60,86,76,85,65,72.87
68,55,40,56,55,47,42,49.84
91,90,56,76,75,87,85,80.04
50,46,73,53,81,81,45,63.09
78,58,46,71,67,66,59,60.98
94,92,92,87,65,88,70,79.61
98,35,41,33,96,82,47,62.23
84,88,60,31,56,75,62,65.81
89,50,47,75,58,45,49,57.25
63,74,52,76,82,67,93,70.45
84,74,39,51,84,91,78,73.47
97,64,65,50,96,74,79,77.57
94,81,51,83,95,31,62,69.29
69,75,49,43,98,53,67,63.57
98,86,68,49,71,56,70,70.8
62,71,56,63,87,47,94,73.08
87,45,39,88,77,53,46,58.64
98,34,90,49,83,65,42,68.57
95,30,50,62,75,40,62,58.48
98,51,94,38,68,47,78,71.0
57,77,67,75,96,43,46,65.73
92,55,75,71,57,80,70,70.45
69,63,38,67,92,70,48,72.02
82,87,67,42,68,88,56,72.29
75,36,62,42,93,32,91,62.66
88,54,45,84,98,67,60,71.35
70,86,39,69,87,33,57,64.26
98,41,76,84,88,92,94,85.92
91,60,75,34,57,46,86,63.23
92,56,41,62,70,78,83,64.97
90,63,85,87,94,91,78,87.16
58,63,58,78,93,59,74,64.38
73,66,78,79,58,45,69,65.78
86,87,84,75,63,85,42,70.34
98,89,38,30,62,94,90,74.44
90,55,46,56,97,79,90,74.05
66,74,89,68,57,65,77,76.05
73,74,38,35,87,92,58,69.15
70,61,59,81,95,68,40,67.12
88,52,37,33,92,66,65,64.22
90,94,51,69,58,90,84,77.58
88,68,60,38,78,82,67,68.87
62,74,93,55,56,39,64,69.46
60,92,84,31,93,50,50,67.3
95,83,43,53,55,45,45,58.83
68,56,80,34,97,80,64,73.01
60,65,47,30,74,47,90,64.32
62,34,39,79,79,55,89,62.97
95,80,81,84,84,52,62,70.37
94,61,93,64,97,89,40,76.61
50,50,87,36,95,57,61,60.01
89,46,94,33,91,68,48,67.07
93,55,39,67,64,48,74,58.2
68,51,46,79,65,73,58,65.53
61,70,62,50,67,50,71,64.46
57,88,44,38,67,65,47,64.41
57,39,35,55,91,40,85,63.88
94,34,69,87,89,65,74,69.65
61,84,62,30,70,75,77,73.1
97,55,85,72,89,50,80,73.91
82,33,36,49,68,48,75,53.92
94,56,57,80,55,57,42,64.79
75,87,39,40,58,31,78,56.59
88,32,67,61,92,37,68,61.03
77,79,65,42,55,74,85,70.54
54,55,49,57,85,89,70,67.57
57,47,35,80,55,90,48,60.04
74,36,86,39,84,41,89,62.12
76,74,63,31,88,50,66,66.73
95,42,58,34,63,51,45,58.57
72,35,43,89,67,43,71,57.97
79,64,69,36,99,59,77,66.13
94,82,50,62,66,81,82,78.56
96,71,42,36,63,49,61,61.82
72,33,42,31,84,35,89,59.91
98,89,57,76,78,31,69,71.64
96,74,81,86,70,36,75,73.7
69,51,78,43,58,38,70,58.96
67,41,93,50,84,53,94,70.16
67,80,51,79,74,91,46,65.1
51,46,61,47,80,94,67,67.92
53,65,63,43,87,89,81,69.63
79,78,45,72,69,47,86,68.49
82,45,57,82,94,34,57,61.7
85,73,38,42,69,38,77,62.47
67,51,51,48,92,85,80,67.11
86,37,45,50,90,53,70,67.86
68,47,42,80,71,85,64,66.86
96,67,85,59,77,71,76,80.56
77,58,60,64,88,34,53,64.09
89,31,86,61,79,49,84,59.56
69,88,83,80,89,93,94,86.76
98,71,42,84,92,67,65,75.54
82,50,42,73,59,70,50,63.74
61,31,41,87,65,72,72,60.96
64,34,85,47,68,58,90,67.34
90,46,68,36,57,48,73,61.36
88,53,66,79,78,76,92,83.83
51,37,47,41,87,88,81,63.33
78,59,70,83,81,31,56,65.08
90,79,52,39,79,43,82,64.23
59,51,47,67,74,82,43,61.37
51,88,64,32,90,81,52,72.72
60,53,35,75,65,43,51,56.44
62,55,94,77,94,85,92,77.28
59,90,91,38,67,84,67,67.15
63,37,87,86,71,46,90,65.59
67,41,69,36,93,43,52,59.3
58,43,37,55,60,38,56,51.5
88,59,64,75,64,33,61,64.65
77,84,93,74,79,59,89,79.59
52,90,82,77,59,73,49,67.53
69,91,59,47,61,61,61,63.58
55,60,67,73,73,87,87,68.3
76,56,50,82,58,46,85,62.46
51,30,83,76,64,61,79,67.9
78,70,37,86,98,80,50,75.2
87,43,81,68,72,85,90,77.95
52,79,63,88,79,38,94,65.22
65,71,48,47,84,61,44,59.84
79,69,77,75,82,84,70,79.49
89,43,79,47,79,45,74,67.24
51,40,39,87,84,45,59,53.8
66,92,78,50,57,44,83,69.57
90,78,51,44,63,79,70,71.47
61,66,87,84,95,72,68,70.76
